id,feature1,feature2,category,date_col,missing_data_num,missing_data_cat,outlier_feature,target
71,7.221318533518795,157.8776595837656,cat_1,2023-03-13,1.0,B,0.08538861013495828,1
72,68.44353610693075,98.55986526627892,cat_2,2023-03-14,2.0,B,1.7423760847025391,0
73,50.322041485863444,33.57487354924382,cat_3,2023-03-15,2.0,B,2.0544884403285804,0
74,76.51488498612639,134.01077279514118,cat_4,2023-03-16,1.0,nan,-1.733469498036188,0
75,48.52906340617154,90.05751282411745,cat_0,2023-03-17,4.0,B,0.22149330713283266,0
76,14.938163622643208,14.608103693022784,cat_1,2023-03-18,4.0,B,0.08643018908754228,1
77,64.8256954077822,116.6234041879435,cat_2,2023-03-19,1.0,B,-0.42410381558409904,0
78,17.238636210516624,150.32978576388498,cat_3,2023-03-20,2.0,A,0.4919155381513867,0
79,87.23945633548149,164.10678701800657,cat_4,2023-03-21,1.0,nan,0.04112506864187696,1
80,61.311623906924154,81.08240587001168,cat_0,2023-03-22,3.0,A,-0.7354489203920433,1
81,15.720388355695425,107.26590276628689,cat_1,2023-03-23,1.0,C,-0.026605105036981547,0
82,96.23380574812069,102.52681713964557,cat_2,2023-03-24,5.0,A,1.2045945793683899,1
83,51.83654633353206,174.49013157856768,cat_3,2023-03-25,4.0,B,0.18253809688267564,1
84,7.289845187165501,59.475570881334164,cat_4,2023-03-26,2.0,nan,0.6269547482561325,0
85,62.68329044150672,76.76702738977292,cat_0,2023-03-27,3.0,nan,-0.27705310027909125,0
86,25.31989070128102,58.263984527509685,cat_1,2023-03-28,5.0,B,0.4520640101516148,0
87,80.36934518773025,27.542473844355655,cat_2,2023-03-29,3.0,B,-1.2092145304831798,0
88,81.78220735661907,112.38935905260409,cat_3,2023-03-30,1.0,B,-0.4997204994197924,1
89,97.89473558546618,180.06491658887938,cat_4,2023-03-31,2.0,A,-0.10266860856592804,1
90,50.186953102450374,90.07577707424696,cat_0,2023-04-01,4.0,B,-1.2763359206265377,0
91,45.495687972773716,55.90516892284329,cat_1,2023-04-02,3.0,A,-0.8302167188922722,0
92,75.34756054464806,109.34298511160343,cat_2,2023-04-03,3.0,A,0.3131117685738916,1
93,13.247065634192657,129.45590893863277,cat_3,2023-04-04,4.0,B,0.12983191628803234,0
94,54.69155137931242,92.18184312817138,cat_4,2023-04-05,4.0,A,0.8063654246577088,0
95,54.624760013085094,170.17676659770888,cat_0,2023-04-06,5.0,A,-0.600511018185164,0
96,8.947312281038721,59.3819052856239,cat_1,2023-04-07,,B,0.057602226005241515,0
97,41.798408550691356,85.65151817438186,cat_2,2023-04-08,3.0,B,-0.6718674108838283,1
98,85.3284798567202,114.7993952421481,cat_3,2023-04-09,4.0,C,0.7061285491093263,0
99,85.61536219946603,119.64818763089136,cat_4,2023-04-10,4.0,A,1.1907461160252475,1
